id,titre,metier,entreprise,salaire_proposer,salaire_min,salaire_max,salaire_avg,description,experience,competences,ville,departement,region
https://www.hellowork.com/fr-fr/emplois/73961515.html,analytics engineer confirmé - sénior - cdi ,Data Analyst,Talan,51 200 €,43520,51200,47360,notre agence de nantes offre un environnement stimulant où l esprit d initiative la créativité et l excellence opérationnelle sont encouragés au quotidien comme nous vous êtes passionné par la donnée et souhaitez jouer un rôle clé dans la mise en place d une architecture data moderne et fiable pour les projets stratégiques de nos clients pour renforcer notre équipe data déjà composée de 80 talan s nous sommes actuellement à la recherche d un analytics engineer confirmé senior h f capable de mener des projets de data engineering sur les technologies cloud sql databricks snowflake microsoft fabric dans ce cadre vos missions quotidiennes seront les suivantes participer au recueil et l analyse des besoins de nos clients au travers de missions de type aide aux choix d outils cadrage des besoins proof of concept proposer une architecture technique adaptée aux cas d usage des clients rédiger les dossiers de conception technique contribuer aux projets de construction de data platform au travers des activités refonte migration ou développement d outils d aide à la décision dans le respect des exigences de qualité et sécurité accompagner la maîtrise d ouvrage dans la validation de livrables l assistance à la recette et la conduite du changement sur le projet rédiger la documentation des livrables pour rendre les utilisateurs finaux métiers autonomes et les former capitaliser et partager les bonnes pratiques connaissances et retours d expérience au sein de nos communautés et participer au développement de nos centres d excellence azure gcp et aws nous sommes situés dans des locaux spacieux sur l ile de nantes vincent gâche certifiés great place to work depuis 10 ans top 5 des entreprises où il fait bon travailler depuis 5 ans top 1 des entreprises évaluées par ecovadis dans le domaine social environnemental et éthique nous proposons en des classiques comme tickets restaurant prime vacances 50 abonnement transport public mutuelle une offre de formation complète sur site et à distance un programme de mentoring pour les femmes un cadre de travail de proximité et convivialité cultivée à tous les niveaux de l entreprise un retour de congé maternité possible à 4 5ème sans perte de salaire pendant 6 mois un permanence handicap vos atouts vous êtes diplômé d une formation d ingénieur en informatique ou équivalent vous possédez une expérience d au moins 4 ans dans la fonction dont au moins une première expérience sur des projets cloud azure gcp ou aws votre esprit d analyse et de synthèse votre sens du service et de la communication vos capacités en organisation vos compétences rédactionnelles et votre aisance à l oral sont souvent reconnus vous appréciez travailler en équipe et avez à coeur de contribuer à la montée en compétence de votre équipe votre créativité et votre curiosité entretenues grâce à une veille technologique accrue vous permettent de challenger les besoins de vos clients vos compétences techniques sql avancé et modélisation outils d orchestration airflow data warehouses snowflake bigquery bi power bi looker python connaissance des bonnes pratiques ci cd et versioning git notre process de recrutement l équipe recrutement s engage à vous proposer un processus de recrutement rapide et fluide 1ère étape avec nos chargées de recrutement faisons connaissance 2ème étape avec nos opérationnels rencontrez et échangez avec votre futur manager 3ème étape avec la direction discussion ouverte autour de votre projection chez talanvous vous reconnaissez dans la description n hésitez pas à venir nous rencontrer,Senior (5+ ans),"airflow, aws, azure, databricks, gcp, git, power bi, python, snowflake, sql",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/73765462.html,ingénieur data intégration ,Data Engineer,TGS France,35 000 - 40 000 €,35000,40000,37500,qui sommes nous tgs france un groupe engagé et durable portés par les relations humaines l inclusion et l engagement nos 1700 collaborateurs ont à coeur de travailler ensemble pour apporter à nos clients une offre de service globale et durable au travers d une pluralité de métiers audit avocats conseil expertise comptable informatique paie et ressources humaines respectueux et responsable notre groupe se développe autour de nos engagements rse en faveur du handicap du bien être de nos collaborateurs et de la satisfaction client tout en veillant à réduire notre impact environnemental nous menons chez tgs france une politique rh favorisant la diversité la mixité sociale et l accompagnement des évolutions professionnelles votre rôle parmi nous au sein de la dsi vous rejoignez une équipe data à taille humaine dynamique et en pleine structuration dans un contexte de modernisation de notre système d information la gestion fluide et sécurisée des échanges de données entre nos applications est devenue fondamentale en tant que référent sur les flux inter applicatifs vous travaillerez sous la supervision du responsable data et en étroite collaboration avec les équipes projets et métiers votre rôle ne sera pas seulement technique vous serez le garant de l interopérabilité de notre si vos missions votre objectif principal est d assurer la conception la mise en oeuvre et le maintien en conditions opérationnelles mco de l ensemble des flux de données de l entreprise 1 conception développement build concevoir et développer les flux d intégration complexes etl et esb sous talend participer à l architecture des échanges de données api rest soap fichiers plats ws challenger les besoins et proposer des solutions d intégration robustes et pérennes 2 exploitation qualité run assurer la surveillance quotidienne et la maintenance corrective des flux existants garantir la qualité la fiabilité et la performance des interfaces rejets logs alertes documenter techniquement les interfaces et maintenir à jour la cartographie des flux 3 amélioration continue industrialiser et promouvoir les bonnes pratiques d intégration participer à la montée en compétence de l équipe sur les sujets d intégration ce qui vous définit et vous distingue vous justifiez d une expérience significative 3 ans minimum sur des problématiques d intégration de données ou de middleware compétences techniques attendues expertise talend maîtrise indispensable des modules data integration di et une expérience concrète sur esb mediations routes est fortement souhaitée sql avancé vous savez écrire et optimiser des requêtes complexes standards d échange vous jonglez avec les formats xml json et les protocoles web services rest soap les plus connaissance de java ou d autres plateformes d intégration autonomie rigueur vous savez gérer vos sujets de bout en bout et investiguer des problèmes complexes sans baisser les bras sens du service vous avez à coeur de délivrer des solutions fiables aux directions métiers rejoindre tgs france chez tgs france il nous tient à coeur de permettre à chaque collaborateur de se former grâce à un parcours d intégration spécifique à chaque métier des écoles internes des formations métiers régulières 3 3 jours de formation par collaborateur par an evoluer par la mobilité interne au sein même de chaque métier ou vers d autres filiales trouver son équilibre entre vie pro et vie perso télétravail congés de modulation 10 jours par an s enrichir en interdisciplinarité grâce à une diversité de métiers qui travaillent ensemble avec simplicité convivialité et proximité faciliter son quotidien à l aide d outils digitaux optimisant la performance et la qualité de service bénéficier d une politique salariale profitable carte tickets restaurants prime d intéressement plan epargne entreprise compte epargne temps compte epargne retraite avantages cse chèques vacances chèques cadeaux prime de cooptation 250 à 1500 prime d apport nouveau client vous vous projetez dans l environnement de tgs france postulez dès maintenant et rejoignez une équipe impliquée où vos compétences seront valorisées votre candidature sera étudiée par floriane chargée de recrutement proche transport en commun locaux modernes equipements techniques bonne mutuelle un accord télétravail des congés de modulation 10 jours par an un compte epargne temps des tickets restaurants une mutuelle primes de bureau des primes d intéressements et de participation plan epargne entreprise un cse chèques vacances cadhoc organisation de conférence workshops activités sportives,Intermédiaire (2-5 ans),"etl, java, soap, sql, talend",Beaucouzé - 49,49,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/68952979.html,data ingénieur ,Data Ingénieur,Alteca,51 200 €,43520,51200,47360,à propos travailler chez alteca chez alteca le management de proximité le bien être et l évolution de nos collaborateurs sont des priorités qui nous permettent chaque jour de proposer la meilleure expertise possible à nos clients et c est grâce à ces convictions que nous sommes aujourd hui référencés auprès de partenaires grands comptes en tant quedata ingénieur h f tu seras rattaché e aupôle data de notre agence nantaiseton manager sera olivier directeur de l agence de nantes interlocuteur privilégié il elle assureratonintégrationdurant tes trois premiers mois dans l entreprise ta montée en compétences tespoints de suivitout au long de tes missions et tesentretiens annuels tu auras également accès à unecommunauté technique d expertsgrâce aux nombreuxwebinarorganisés tout au long de l année tu pourras aussi participer auxprojets de notre centre de r dou encoreassister auxmid inno présentations de nos collaborateurs sur des thématiques donnéescomme la green tech l ia rejoindre alteca c est rejoindre une entreprise engagée sur la rse labellisée ecovadis platinum 2025 et we impact 2025 pour le bien être de ses salariés labellisée happyatwork et classée dans le top 10 des entreprises de 500 salariés et dans la formation de ses stagiaires et alternants labellisée happytrainees pour la 8ème année consécutive votre mission en coordination avec les équipes d un de nos clients grands comptes dans le secteur bancaire tes missions seront les suivantes compréhension des besoins métier et participation à la définition de l architecture data modélisation du système d information décisionnel et conception des traitements d alimentation des datamarts développement des cas d usages data diagnostic des dysfonctionnements rencontrés maintenances correctives et évolutives réalisation de tests unitaires automatisés et déploiement des solutions rédaction de la documentation technique et partage d expertise sur les technologies utilisées la majeure partie des projets de nos clients sont sur desenvironnements techniques récents power bi talend kibana grafana bo qliksense écosystème big data hadoop mongodb elasticsearch kafka spark cloudera cloud gcp azure ou aws et en méthodologie agile scrum le profil idéal ton profil diplômé e d un bac 5 dans le domaine de la data université ou ecole d ingénieur tu as au moins 5 ans d expérience sur un poste similaire et tu sais évoluer en environnement agile une expérience dans le domaine bancaire est un plus ta personnalité tu es une personne organisée rigoureux se force de proposition tu disposes d un bon relationnel et tu aimesle travail en équipe tu apprécieset contribuesà développer un contexte de travail bienveillant et qui favorise le partage de connaissances enfin tu sais aussi être force de proposition sur les améliorations qualités à apporter type de contrat proposé temps plein niveau de poste confirmé process de recrutement caroline ou une personne de l équipe recrutement idf nord ouestte contactera pour un premier échange téléphonique puis elle te recevra dans le cadre d unentretien rh si cet entretien est validé tu rencontreras alors olivier le directeur de notre agence pour unentretien opérationnel nos avantages transport pris en charge à 75 tickets resto pris en charge à 60 mutuelle prise en charge à 60 10 jours de rtt en plus des 25 jours de cp mode de travail hybride accès au cse billetterie voyages des parcours de formations personnalisés 75 de nos collaborateurs ont suivis au moins 1 formation en 2022 votre chance c est votre talent la nôtre c est de le développer rejoignez nous en tant que signataire de la charte de diversité en entreprise alteca favorise un environnement de travail inclusif et respectueux de tous a compétences égales tous nos postes sont ouverts aux personnes en situation de handicap,Intermédiaire (2-5 ans),"agile, aws, azure, elasticsearch, gcp, grafana, hadoop, kafka, mongodb, power bi, r, scrum, spark, talend",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/66456329.html,dataops engineer ,Dataops Engineer,U TECH,45 000 - 48 000 €,45000,48000,46500,u tech dans la coopérative u rejoignez u tech la dsi de la coopérative u acteur majeur de la grande distribution en france intégrez une entreprise de plus de 600 collaborateurs passionnés en mettant vos compétences au service de 1800 magasins 5 établissements et 27 entrepôts et ce n est pas tout avec info u nous assurons aussi l assistance informatique de nos magasins pour que rien ne freine leur performance rejoignez l équipe plateforme socle data la factory plateforme socle data a pour mission d établir et de maintenir une plateforme data cohérente et stable qui s appuie fortement sur la google cloud platform gcp dans le cadre d une ouverture de poste en interne nous recrutons un ou une dataops engineer h f pour rejoindre cette équipe basée à carquefou vos responsabilités au sein d une équipe composée d une dizaine de personnes vous participez en tant que dataops à la conception et à la mise en oeuvre des solutions de stockages de données ainsi qu au développement et à la maintenance de pipelines de données robustes et efficaces a ce titre vos missions sont les suivantes collaborer avec les data engineers pour faciliter l accès aux données et répondre aux besoins des équipes métier assurer la qualité des données et mettre en place des processus de validation contribuer à l automatisation des processus de déploiement et d intégration continue ci cd participer à la résolution des incidents liés aux données et à l optimisation des performances participer à la maintenance et aux évolutions d un socle applicatif développé en python accompagner les profils junior dans leur montée en compétence et dans les problématiques rencontrées effectuer une veille technologique constante pour proposer des améliorations et des solutions innovantes environnement technique cloud gcp big query ansible terraform kubernetes github apache kafka python vous disposez d une expérience significative sur un rôle de dataops engineer 5 ans minimum vous avez des connaissances sur un ou plusieurs cloud provider gcp aws azure vous maitrisez les technologies linux python et sql vous connaissez souhaitez monter en compétences sur les technologies suivantes terraform ansible github gcp bigquery et kafka vous faites preuve de rigueur de sens des priorités et de pragmatisme votre sens de l analyse allié à votre curiosité technique et à votre esprit d équipe vous permettront de mener à bien vos missions chez u tech chaque talent compte aussi nos offres d emploi sont accessibles à toutes et à tous ensemble cultivons la diversité l inclusion et la mixité,Intermédiaire (2-5 ans),"ansible, aws, azure, gcp, github, google cloud, kafka, kubernetes, linux, python, sql, terraform",Carquefou - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/68048245.html,ingénieur big data - migration spark - environnement cloudera ,Data Engineer,Groupe SII,35 000 - 40 000 €,35000,40000,37500,le groupe sii vous attend dans le cadre de l évolution de sa plateforme technique big data notre client poursuit sa transformation avec une nouvelle phase clé la montée de version de spark v2 vers v3 suite à une première migration cloudera réalisée ces deux dernières années pour répondre à cet enjeu nous recherchons un e consultant e big data expérimenté e capable de prendre en charge les migrations techniques associées aux jobs talend tout en garantissant la compatibilité avec l environnement cloudera cible vos missions principales concevoir les activités de migration en validant les prérequis techniques et la fiabilité des entrants documenter les problématiques techniques rencontrées et proposer des solutions de contournement pertinentes migrer les jobs talend existants pour assurer leur bon fonctionnement avec spark 3 et la nouvelle version cloudera définir et mener une stratégie de tests unitaires sur l ensemble des projets migrés piloter les tests applicatifs métiers afin d assurer une transition fluide et sans régression fonctionnelle déployer en production les composants migrés et mettre à jour toute la documentation technique associée profil recherché de formation supérieure bac 5 type écoles d ingénieur es ou parcours universitaire option big data maîtrise de spark v2 v3 talend bonne connaissance des écosystèmes hadoop hive impala première expérience réussie sur des projets de migration spark talend autonomie rigueur sens de la communication et capacité à accompagner les métiers dans la conduite du changement chez sii ouest nous souhaitons un process de recrutement simple et clair un premier échange téléphonique avec la rh un entretien plus long avec encore la rh et notre business manager et potentiellement un dernier échange technique avec un de nos experts qui sommes nous le groupe sii est au coeur de l innovation au service de grands comptes dans des secteurs d ingénierie variés pour la 8ème année consécutive sii france a obtenu le label great place to work et se classe 2 au palmarès best workplaces 2025 catégorie 2500 salariés nous en sommes très fiers car nous sommes la 1ère esn de ce classement à obtenir cette reconnaissance par ses salariés ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières rejoindre sii c est s engager dans une aventure collective let s tech together cette promesse représente notre ambition commune construire un futur technologique ensemble dans un cadre où l expérimentation et l autonomie sont encouragées où les innovations sont au coeur de nos actions et où chaque collaborateur trouve épanouissement professionnel et responsabilisation au sein d un collectif enthousiaste et inclusif en tant que société à fortes valeurs humaines nous sommes signataires de la charte de la diversité de la charte d engagement lgbt avec l association l autre cercle et sommes une entreprise handi accueillante let s tech together incarne ce que nous sommes et ce que nous aspirons à être une entreprise dynamique innovante et humaine alors si ces valeurs vous parlent rejoignez nous li cm8 compétences requises hadoop hive spark talendqualités désirées capacités d analyse autonomie organisation rigueuravantages très bon cse mutuelle et prévoyance tickets restaurant,Junior (0-2 ans),"hadoop, hive, spark, talend",Le Mans - 72,72,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/73224771.html,ingénieur dataops ,Data Engineer,Externatic,45 000 - 48 000 €,45000,48000,46500,l entreprise vous cherchez un environnement où votre expertise dataops a un impact concret où vos choix techniques façonnent une plateforme utilisée à grande échelle et où l on vous fait confiance pour faire bouger les lignes vous pourriez trouver ici exactement ce que vous cherchez nous accompagnons la dsi d un grand groupe national en pleine transformation data qui a fait de la modernisation de sa plateforme cloud un axe stratégique majeur vous rejoignez une équipe structurée mais encore en pleine construction où vos idées compteront vraiment vos missions vous intervenez sur la mise en oeuvre et l évolution d un socle data moderne scalable et résilient en partenariat étroit avec les data engineers et les équipes métiers vous participez à la construction de pipelines robustes à l automatisation des déploiements et à l amélioration continue des environnements de données votre objectif garantir la disponibilité la qualité et la performance des données mises à disposition des équipes vos missions collaborer avec les data engineers pour faciliter l accès aux données et contribuer au développement des pipelines assurer la qualité des données via des mécanismes de contrôle de validation et de supervision automatiser les processus de déploiement d intégration continue et de gestion des environnements participer à la résolution des incidents et optimiser les performances des traitements faire évoluer et maintenir un socle applicatif développé en python accompagner les profils juniors en partageant vos bonnes pratiques et votre expérience assurer une veille continue pour proposer des améliorations techniques et identifier les opportunités d évolution de la plateforme environnement technique gcp bigquery terraform ansible kubernetes github python sql kafka linux avantages conditions de travail localisation nantes est entreprise de renom avec fortes possibilités d évolution remote 2 jours semaine ce que vous allez y gagner environnement technique moderne et contexte move to cloud poste à évolution salaire 45000 48000 14 rtt avantages intéressement tr une top mutuelle 13e mois prime vacances ce que vous apportez vous disposez d au moins 5 ans d expérience en tant que dataops ou sur un rôle similaire vous maîtrisez les bases indispensables linux python sql ci cd vous connaissez un ou plusieurs clouds gcp aws ou azure et vous souhaitez continuer à monter en compétences sur les outils d industrialisation terraform ansible github ainsi que sur bigquery et kafka vous aimez comprendre optimiser automatiser votre curiosité votre pragmatisme et votre sens de l analyse vous permettent d être autonome tout en collaborant efficacement avec l équipe le process traitement candidature et rdv avec un e consultant externatic entretien avec yamina recruteuse de l entreprise entretien opérationnel avec le manager d équipe,Intermédiaire (2-5 ans),"ansible, aws, azure, gcp, github, kafka, kubernetes, linux, python, sql, terraform",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/71976144.html,développeur big data ,Data Engineer,Wemoov,35 000 - 40 000 €,35000,40000,37500,au coeur d une squat d une dizaine de personnes le développeur big data est en charge notamment de développer des composants java et des scripts linux dans un environnement hadoop cloudera kafka spark oozie assister les développeurs fonctionnels sur la conception des solutions bancaires en utilisant les outils développés par la squad aider à la résolution d incidents et le suivi de production prendre en charge des tickets de développement ou de support respecter les normes de l architecture du si etre force de proposition concernant l amélioration des produits de formation bac 4 5 vous justifiez d une expérience de 2 à 4 ans dans un poste similaire environnement technique java 8 spark 22 et 3 hadoop environnement linux sql grafana,Intermédiaire (2-5 ans),"grafana, hadoop, java, kafka, linux, spark, sql",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/72973768.html,développeur big data ,Data Engineer,IT Link,42 000 - 48 000 €,42000,48000,45000,pourquoi nous rejoindre chez it link vous ne rejoignez pas seulement une entreprise vous intégrez une communauté certifiée great place to work qu est ce que ça signifie pour vous que la qualité de vie au travail et votre épanouissement sont au coeur de notre culture 80 de nos linkers sont fiers de déclarer qu ils travaillent pour it link et ce n est pas un hasard un accompagnement sur mesure votre manager est un véritable partenaire vous bénéficiez d un suivi régulier de vos projets tous les 3 mois pour un accompagnement optimal votre entretien annuel est une vraie occasion d échanger sur votre parcours et de le valoriser résultat 96 5 de nos collaborateurs se disent satisfaits de leur manager et 88 estiment que le management leur fait confiance sans contrôle constant c est aussi grâce à ce suivi que 100 de nos collaborateurs en activité ont été augmentés en 2024 et plus d un sur trois est formé chaque année une équipe soudée l ambiance d équipe est une de nos forces elle prend vie autour de nombreux événements soirée annuelle afterworks trimestriels rdv tech 89 de nos linkers estiment pouvoir compter sur la solidarité entre collègues des projets de qualité la transversalité est un atout majeur chez nous vous pourrez explorer différents secteurs d activité mobilité énergie santé industrie et enrichir votre parcours de nouvelles expériences techniques d ailleurs en moyenne sur les 6 derniers mois 92 3 des répondants à notre enquête interne sont satisfaits de leur projet preuve de la pertinence de nos sujets et si vous rêviez d ailleurs nous offrons la possibilité d une mobilité géographique nationale ou internationale canada benelux maroc au sein du groupe l idée est simple si vous souhaitez changer de région ou de pays nous vous accompagnons dans les démarches administratives it link recherche pour son client spécialisé dans le secteur bancaire un développeur big data passionné pour rejoindre une squad agile dynamique basée à nantes vous jouerez un rôle essentiel pour accompagner la squad dans le développement le support et l évolution de nos solutions de traitement de données bancaires développement et intégration développer des composants java et des scripts linux dans notre environnement technique hadoop cloudera kafka spark oozie conception et support fonctionnel assister les développeurs fonctionnels sur la conception des solutions bancaires en utilisant les outils développés par la squad exploitation et production prendre en charge des tickets de développement ou de support aider à la résolution d incidents et au suivi de production amélioration continue s intégrer pleinement à l équipe être force de proposition pour l amélioration des produits gérés tout en respectant les normes de l architecture du si ce poste est fait pour vous si vous êtes titulaire d un bac 5 en informatique vous justifiez d une expérience significative en développement dans des environnements big data vous maîtrisez java 8 et plus spark 2 et 3 hadoop vous êtes à l aise avec l environnement linux et la création de scripts vous connaissez des technologies telles que kafka et oozie vous êtes à l aise avec les principes agiles ce poste n est pas fait pour vous si vous n avez pas d expérience concrète et confirmée avec les technologies java spark et hadoop vous préférez travailler de manière isolée plutôt qu au sein d une équipe agile vous n êtes pas intéressé e par la résolution d incidents de production et le suivi des applications salaire 42k 48k localisation nantes,Intermédiaire (2-5 ans),"agile, hadoop, java, kafka, linux, spark",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/65858412.html,consultant senior datascience - ml engineer ,Consultant,Onepoint,200 - 50 000 €,42500,50000,46250,au delà de la rse nous avons développé notre propre approche reset qui englobe l ensemble de nos engagements en matière de responsabilité économique sociale environnementale et technologique tant au sein de notre collectif que chez nos clients onepoint est une entreprise inclusive handi accueillante avec une politique de diversité affirmée et certifiée b corp votre futur collectif la communauté atlantique 370 talents expertises data ia architecture développement product projet management test devops cloud cybersécurité 3000m d espaces de travail exceptionnels et flambant neufs en plein centre ville salle de sport fablab medialab livepoint solidement ancrée auprès de comptes locaux elle dispose d un centre d excellence reconnu également nationalement dotée d une forte dynamique collective elle offre un cadre stimulant le développement des expertises en connexion avec nos communautés nationales et met en oeuvre des modèles à forte valeur ajoutée pour ses clients engagée dans une démarche responsable employeur pro vélo qui ne cesse de développer son dispositif de promotion des mobilités douces auprès de ses collaborateurs vos nouveaux challenges pour ce poste pour accompagner notre croissance au sein du collectif d expertise data et ia nous recrutons un consultant senior datascience ml engineer f h vous réalisez des projets de data science pour nos clients de tous secteurs vous travaillez sur des missions de développement de systèmes de recommandation de moteurs de prédiction de vente de dispositifs d alerting d outils de maintenance prédictive de détection de fraude d élaboration de modèles de connaissance intelligents vous développez et implémentez des modèles de machine learning ml deep learning dl et ou natural language processing nlp vous collaborez avec les équipes de développement applicatif pour intégrer ces modèles dans diverses applications à forte valeur ajoutée vous analysez les données et fournissez des insights exploitables pour les parties prenantes vous travaillez avec des modèles de langage llm du marché pour améliorer la compréhension et la génération de texte vous gérez le cycle de vie des modèles développés votre profil et les expertises que vous souhaitez développer vous êtes diplômé e d une école de commerce école d ingénieurs ou université et vous bénéficiez d au moins 5 ans d expérience depuis votre diplôme en tant que consultant datascience vous maîtrisez des techniques de ml deep learning et nlp vous avez une excellente connaissance de python et des bibliothèques associées tensorflow pytorch scikit learn pandas numpy etc vous utilisez les outils gitlab docker et mlflow vous avez l habitude de travailler avec les llm technologies mistral llama et les bases de données vectorielles vous maîtrisez le français et l anglais vous êtes autonome et proactif vous êtes force de proposition vous disposez d un véritable sens de la relation client et vous avez une appétence à l identification et la retranscription des besoins métiers onepoint en quelques mots créée en 2002 par david layani onepoint est devenu en un peu plus de 20 ans l un des acteurs majeurs du conseil et de la tech notre collectif compte aujourd hui plus de 3500 talents en france aix en provence bordeaux lyon nantes paris rennes strasbourg et toulouse et dans le monde australie belgique canada malaisie maroc et singapour notre chiffre d affaires a été multiplié par dix en 10 ans atteignant plus de 500 millions d euros et ambitionne le milliard d euros d ici 4 ans notre promesse un parcours sur mesure pour tous nos talents pour accompagner l évolution de tous nos talents nous proposons deux axes d évolution complémentaires leur permettant de s épanouir et de bénéficier des mêmes avantages le business management et l expertise l école onepoint pour développer vos expertises avec plus de 200 formations à son catalogue notre école permet à nos talents de se former tout au long de leur vie professionnelle en articulant travail et apprentissage nos lieux de vie nos espaces de travail sont situés au coeur des territoires au plus près de de nos talents de concilier projet de vie et projet professionnel et bien plus encore notre ecosystème permet de pratiquer de nombreuses activités loisirs et sportives musique photo e sport yoga avec un cadre de travail flexible grâce à une charte de télétravail et de prendre soin de tous cabinet médical en libre accès groupes de travail dédiés aux enjeux égalité et pluralité notre processus de recrutement 1er échange rh avec aurélie butault l une de nos chargées de recrutement 1er entretien technique avec un collègue opérationnel sur teams un ou dans les locaux de onepoint pour se connaitre davantage entretien avec un e leader et ou commercial e dans les locaux de onepoint pour une meilleure projection de carrière et visite de nos locaux clôture du process de recrutement comme des images valent mieux que mille mots découvrez notre adn à travers cette vidéo,Senior (5+ ans),"anglais, docker, gitlab, llm, nlp, numpy, pandas, python, pytorch, tensorflow",Nantes - 44,44,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/73861873.html,ingénieur data bi ,Data Analyst,Groupagora,42 000 - 48 000 €,42000,48000,45000,au sein d une équipe d une quarantaine de personnes vous intégreriez l un de nos clients spécialiste en édition de logiciels métiers suivant la méthode agile le la candidat e aura pour mission de mettre en place des outils de traitement de la donnée la mission principale reposera sur l analyse des données et la modélisation de celles ci vous serez amené e à participer à garantir la connaissance du si et ses futures évolutions analyser développer et assurer le traitement et la livraison de données issues du si afin d alimenter des solutions applicatives et ou décisionnelles participer activement à la gestion des projets et aux échanges avec les métiers forte capacité d écoute collaboration très étroite avec les métiers développer des outils en accompagnant ses différents interlocuteurs métiers dans l expression de leurs besoins participer et gérer les projets liés à la data vous disposez d une expérience réussie dans le domaine de la data et de la business intelligence avec une forte appétence pour la modélisation et la valorisation des données capacité à appréhender des modèles de données complexes conceptuels logiques et physiques aptitude à analyser structurer et synthétiser des problématiques métierexcellente maîtrise de sql et des bases de données relationnelles idéalement sql server expérience en modélisation bi schémas en étoile flocon data marts connaissance des outils bi reporting power bi ssrs tableau qlik ou équivalent notions ou expérience en etl intégration de données ssis talend azure data factory etc sensibilité aux bonnes pratiques de qualité performance et gouvernance de la donnée,Non spécifié,"agile, azure, etl, power bi, qlik, sql, sql server, ssis, ssrs, tableau, talend",Angers - 49,49,Pays de la Loire
https://www.hellowork.com/fr-fr/emplois/73594909.html,data engineer aws ,Data Engineer,RCA,51 200 €,43520,51200,47360,description de l entreprise editeur de logiciels 100 autonome basé en périphérie de nantes rca développe deux gammes de logiciels une gamme de 12 modules à destination des cabinets d expertise comptable et une plateforme digitale collaborative en mode saas destinée aux experts comptables ainsi qu à leurs clients tpe depuis 15 ans la société n a cessé d évoluer avec 3 personnes en 2007 nous sommes aujourd hui 260 collaborateurs engagés dans l aventure rca description du poste tu rejoindras l équipe data de rca composée de 18 personnes data engineers pm analystes ml développeurs etc au coeur de nos enjeux produit cloud et performance ton rôle concevoir faire évoluer et maintenir nos pipelines data pour servir à la fois nos utilisateurs internes outils d aide à la décision et nos clients externes api exposées à destination des experts comptables tes missions concevoir des pipelines batch streaming robustes scalables et maintenables participer à la migration vers un traitement en temps réel kafka dockeriser les environnements python et les intégrer aux pipelines ci cd concevoir et mettre en oeuvre des architectures data déployer des composants aws avec terraform en lien avec l équipe plateforme iam s3 eks ecs etc participer à la mise en place d une observabilité data logs qualité monitoring accompagner les data analysts pm dans l industrialisation des solutions travailler dans une logique data as a product forte proximité avec les usages stack environnement cloud aws iam s3 rds eks ecs dms data engineering airflow dbt kafka terraform développement python poetry pytest black sql stockage snowflake postgresql ci cd gitlab ci bi holistics thoughtspot ml ops début d implémentation présence d un data scientist ingénieur ml enjeux projets migration progressive vers du streaming kafka mise en place de solutions d observabilité et de gouvernance data automatisation et montée en puissance sur les sujets mlops ia générative vision produit forte la donnée est un levier métier et business clé qualifications profil 3 à 5 ans d expérience en data engineering ou plus si affinités très bonne maîtrise de python aws etl elt connaissance de snowflake airflow terraform kafka appréciée intérêt pour les enjeux ops ci cd monitoring performance à l aise en environnement collaboratif agile avec une forte autonomie poste en cdi basé à saint herblain jusqu à 3 jours de télétravail possible l entreprise rca étudie à compétences égales toutes candidatures dont celles de personnes en situation de handicap envie d intégrer l équipe fais nous confiance et rejoins l aventure rca informations supplémentaires process de recrutement 1er échange en visio et 2e rdv physique avec test technique,Senior (5+ ans),"agile, airflow, aws, dbt, etl, gitlab, gitlab ci, kafka, postgresql, python, snowflake, sql, terraform",Nantes - 44,44,Pays de la Loire
